year,abbr,D_votes,R_votes,pres_margin,pres_margin_str,electoral_votes,relative_margin,relative_margin_str,relative_margin_delta,relative_margin_delta_str,national_margin,national_margin_str,national_margin_delta,national_margin_delta_str,pres_margin_delta,pres_margin_delta_str
2012,VA,1971820,1822522,0.03934753377528963,D+3.9,13,-0.0008416684902996865,R+0.1,0.010921988958754687,D+1.1,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.02430415434726145,R+2.4
2016,VA,1981473,1769443,0.05652752554309401,D+5.7,13,0.03329349346263691,D+3.3,0.034135161952936595,D+3.4,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,0.01717999176780438,D+1.7
2020,VA,2413568,1962430,0.10309373998799817,D+10.3,13,0.05773399756542423,D+5.8,0.024440504102787322,D+2.4,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.046566214444904164,D+4.7
2024,VA,2335395,2075085,0.059020786853131633,D+5.9,13,0.07401747828733178,D+7.4,0.01628348072190755,D+1.6,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.04407295313486654,R+4.4
1976,VT,77798,100387,-0.12677273620113927,R+12.7,3,-0.14951964604864615,R+15.0,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,VT,81952,94628,-0.07178615924793295,R+7.2,3,0.03136501614051347,D+3.1,0.1808846621891596,D+18.1,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,0.054986576953206315,D+5.5
1984,VT,95730,135865,-0.17329821455558195,R+17.3,3,0.00916880928491201,D+0.9,-0.02219620685560146,R+2.2,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,-0.101512055307649,R+10.2
1988,VT,115775,124331,-0.03563426153448893,R+3.6,3,0.041014844242857625,D+4.1,0.031846034957945614,D+3.2,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.13766395302109302,D+13.8
1992,VT,133592,88122,0.2050840271701381,D+20.5,3,0.1326733514006299,D+13.3,0.0916585071577723,D+9.2,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,0.24071828870462703,D+24.1
1996,VT,137894,80352,0.26365660768124044,D+26.4,3,0.16757612716423637,D+16.8,0.03490277576360645,D+3.5,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,0.05857258051110234,D+5.9
2000,VT,149022,119775,0.10880701793546803,D+10.9,3,0.10367355956598748,D+10.4,-0.06390256759824889,R+6.4,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.1548495897457724,R+15.5
2004,VT,184067,121180,0.20602004278502328,D+20.6,3,0.23068034290857084,D+23.1,0.12700678334258336,D+12.7,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,0.09721302484955525,D+9.7
2008,VT,219262,98974,0.377983634786762,D+37.8,3,0.30256828921515655,D+30.3,0.07188794630658571,D+7.2,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.17196359200173872,D+17.2
2012,VT,199239,92698,0.3649451765278125,D+36.5,3,0.3247559742622232,D+32.5,0.02218768504706664,D+2.2,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.013038458258949503,R+1.3
2016,VT,178573,95369,0.3037285264764074,D+30.4,3,0.2804944943959503,D+28.0,-0.04426147986627288,R+4.4,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,-0.061216650051405086,R+6.1
2020,VT,242820,112704,0.36598373105613125,D+36.6,3,0.3206239886335573,D+32.1,0.04012949423760698,D+4.0,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.06225520457972383,D+6.2
2024,VT,235791,119395,0.3277043577168019,D+32.8,3,0.342701049151002,D+34.3,0.022077060517444735,D+2.2,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.03827937333932935,R+3.8
1976,WA,717323,777732,-0.040405871355903296,R+4.0,9,-0.0631527812034102,R+6.3,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,WA,650193,865244,-0.141906921897776,R+14.2,9,-0.038755746509329586,R+3.9,0.02439703469408061,D+2.4,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.10150105054187272,R+10.2
1984,WA,798352,1051670,-0.13692702032732584,R+13.7,10,0.045540003513168115,D+4.6,0.0842957500224977,D+8.4,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,0.004979901570450168,D+0.5
1988,WA,933516,903835,0.01615423509171628,D+1.6,10,0.09280334086906283,D+9.3,0.04726333735589472,D+4.7,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.15308125541904213,D+15.3
1992,WA,993037,731234,0.15183402145022448,D+15.2,11,0.07942334568071628,D+7.9,-0.013379995188346552,R+1.3,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,0.1356797863585082,D+13.6
1996,WA,1123323,840712,0.1438930568956256,D+14.4,11,0.04781257637862152,D+4.8,-0.03161076930209476,R+3.2,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,-0.00794096455459889,R+0.8
2000,WA,1247652,1108864,0.058895420188108207,D+5.9,11,0.053761961818627656,D+5.4,0.005949385440006137,D+0.6,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.0849976367075174,R+8.5
2004,WA,1510201,1304894,0.07293075366905913,D+7.3,11,0.09759105379260669,D+9.8,0.04382909197397903,D+4.4,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,0.014035333480950922,D+1.4
2008,WA,1750848,1229216,0.17504053604217895,D+17.5,11,0.0996251904705735,D+10.0,0.0020341366779668135,D+0.2,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.10210978237311982,D+10.2
2012,WA,1755396,1290670,0.1525659654124369,D+15.3,12,0.11237676314684758,D+11.2,0.012751572676274081,D+1.3,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.022474570629742063,R+2.2
2016,WA,1742718,1221747,0.17573862400129533,D+17.6,12,0.15250459192083823,D+15.3,0.040127828773990654,D+4.0,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,0.023172658588858447,D+2.3
2020,WA,2369612,1584651,0.19851006369581387,D+19.9,12,0.1531503212732399,D+15.3,0.000645729352401675,D+0.1,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.02277143969451853,D+2.3
2024,WA,2245849,1530923,0.1892955147941152,D+18.9,12,0.20429220622831534,D+20.4,0.051141884955075434,D+5.1,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.009214548901698677,R+0.9
1976,WI,1040232,1004987,0.017232873349993325,D+1.7,11,-0.0055140364975135685,R+0.6,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,WI,981584,1088845,-0.051806171571205775,R+5.2,11,0.05134500381724065,D+5.1,0.05685904031475422,D+5.7,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.0690390449211991,R+6.9
1984,WI,995740,1198584,-0.09244031419243466,R+9.2,11,0.0900267096480593,D+9.0,0.03868170583081865,D+3.9,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,-0.040634142621228886,R+4.1
1988,WI,1126794,1047499,0.03646932589122073,D+3.6,11,0.11311843166856729,D+11.3,0.023091722020507993,D+2.3,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.1289096400836554,D+12.9
1992,WI,1041066,930855,0.055890170042309,D+5.6,11,-0.0165205057271992,R+1.7,-0.12963893739576648,R+13.0,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,0.019420844151088267,D+1.9
1996,WI,1071971,845029,0.11838393322900365,D+11.8,11,0.022303452711999572,D+2.2,0.03882395843919877,D+3.9,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,0.06249376318669465,D+6.2
2000,WI,1242987,1237279,0.002301366063156129,D+0.2,11,-0.00283209230632442,R+0.3,-0.02513554501832399,R+2.5,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.11608256716584751,R+11.6
2004,WI,1489504,1478120,0.003836065485384941,D+0.4,10,0.028496365608932494,D+2.8,0.031328457915256916,D+3.1,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,0.0015346994222288119,D+0.2
2008,WI,1677211,1262393,0.14111356495636826,D+14.1,10,0.06569821938476281,D+6.6,0.03720185377583031,D+3.7,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.1372774994709833,D+13.7
2012,WI,1620985,1410966,0.06926859965744829,D+6.9,10,0.029079397391858976,D+2.9,-0.03661882199290383,R+3.7,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.07184496529891997,R+7.2
2016,WI,1382536,1405284,-0.0081597807605943,R+0.8,10,-0.031393812841051395,R+3.1,-0.06047321023291037,R+6.0,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,-0.07742838041804259,R+7.7
2020,WI,1630866,1610184,0.006381265330679872,D+0.6,10,-0.03897847709189407,R+3.9,-0.007584664250842678,R+0.8,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.01454104609127417,D+1.5
2024,WI,1668229,1697626,-0.008733887823450505,R+0.9,10,0.006262803610749646,D+0.6,0.045241280702643716,D+4.5,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.015115153154130378,R+1.5
1976,WV,435864,314726,0.16139037290664676,D+16.1,6,0.13864346305913988,D+13.9,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,WV,367462,334206,0.047395634402594956,D+4.7,6,0.15054680979104137,D+15.1,0.011903346731901493,D+1.2,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.11399473850405181,R+11.4
1984,WV,328125,405483,-0.10544868649196847,R+10.5,6,0.07701833734852549,D+7.7,-0.07352847244251588,R+7.4,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,-0.15284432089456343,R+15.3
1988,WV,341016,310065,0.04753786395241145,D+4.8,6,0.12418696972975801,D+12.4,0.04716863238123252,D+4.7,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.15298655044437992,D+15.3
1992,WV,331001,241974,0.15537676163881495,D+15.5,5,0.08296608586930675,D+8.3,-0.041220883860451266,R+4.1,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,0.1078388976864035,D+10.8
1996,WV,327812,233946,0.16709330352215723,D+16.7,5,0.07101282300515316,D+7.1,-0.011953262864153588,R+1.2,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,0.011716541883342285,D+1.2
2000,WV,295497,336475,-0.0648414803187483,R+6.5,5,-0.06997493868822885,R+7.0,-0.140987761693382,R+14.1,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.23193478384090555,R+23.2
2004,WV,326541,423778,-0.12959421259490964,R+13.0,5,-0.10493391247136208,R+10.5,-0.03495897378313323,R+3.5,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,-0.06475273227616134,R+6.5
2008,WV,303857,397466,-0.13347487534274508,R+13.3,5,-0.20889022091435053,R+20.9,-0.10395630844298845,R+10.4,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,-0.0038806627478354394,R+0.4
2012,WV,238269,417655,-0.27348595264085473,R+27.3,5,-0.31367515490644404,R+31.4,-0.10478493399209352,R+10.5,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.14001107729810966,R+14.0
2016,WV,188794,489371,-0.4432210450259155,R+44.3,5,-0.46645507710637263,R+46.6,-0.1527799221999286,R+15.3,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,-0.1697350923850608,R+17.0
2020,WV,235984,545382,-0.3959706462784406,R+39.6,5,-0.44133038870101454,R+44.1,0.025124688405358087,D+2.5,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.04725039874747494,D+4.7
2024,WV,214309,533556,-0.42687784560047604,R+42.7,4,-0.4118811541662759,R+41.2,0.029449234534738633,D+2.9,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.03090719932203545,R+3.1
1976,WY,62239,92717,-0.1966880921035649,R+19.7,3,-0.2194350019510718,R+21.9,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,WY,49427,110700,-0.3826525195625972,R+38.3,3,-0.2795013441741508,R+28.0,-0.060066342223078995,R+6.0,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.18596442745903233,R+18.6
1984,WY,53370,133241,-0.42800799524143807,R+42.8,3,-0.2455409714009441,R+24.6,0.03396037277320668,D+3.4,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,-0.04535547567884085,R+4.5
1988,WY,67113,106867,-0.22849752845154617,R+22.8,3,-0.15184842267419962,R+15.2,0.09369254872674448,D+9.4,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.1995104667898919,D+20.0
1992,WY,68160,79347,-0.07584046858793142,R+7.6,3,-0.14825114435743963,R+14.8,0.0035972783167599887,D+0.4,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,0.15265705986361475,D+15.3
1996,WY,77934,105388,-0.1497583486979195,R+15.0,3,-0.2458388292149236,R+24.6,-0.09758768485748395,R+9.8,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,-0.0739178801099881,R+7.4
2000,WY,60481,147947,-0.4196461128063408,R+42.0,3,-0.4247795711758213,R+42.5,-0.17894074196089774,R+17.9,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.2698877641084213,R+27.0
2004,WY,70776,167629,-0.40625406346343407,R+40.6,3,-0.38159376333988654,R+38.2,0.043185807835934786,D+4.3,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,0.01339204934290672,D+1.3
2008,WY,82868,164958,-0.3312404671019183,R+33.1,3,-0.40665581267352374,R+40.7,-0.025062049333637204,R+2.5,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.07501359636151578,D+7.5
2012,WY,69286,170962,-0.4232126802304286,R+42.3,3,-0.4634018824960179,R+46.3,-0.05674606982249414,R+5.7,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.09197221312851028,R+9.2
2016,WY,55973,174419,-0.5141063925830758,R+51.4,3,-0.5373404246635328,R+53.7,-0.07393854216751494,R+7.4,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,-0.0908937123526472,R+9.1
2020,WY,73491,193559,-0.4496086875117019,R+45.0,3,-0.49496842993427587,R+49.5,0.04237199472925696,D+4.2,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.06449770507137387,D+6.4
2024,WY,69527,192633,-0.46958346048214833,R+47.0,3,-0.4545867690479482,R+45.5,0.040381660886327664,D+4.0,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.01997477297044642,R+2.0
